id,employee,gender,age,since_first_date,cust_type,res_index,for_idx,sp_index,channel,res_code,active,income,cate,saving_account,guarantees,payroll,junior,mortgage,shortdeposit,mediumdeposit,longdeposit,pensions,taxes,securities,homeacc,directdebit,fund,eaccount,loans,credit_card
1372244,N,H,34,7,1,S,N,,KHK,41,1,52683.54,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372241,N,V,31,7,1,S,N,,KHK,11,1,61722.9,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372240,N,V,36,16,1,S,N,,RED,28,1,88620.42,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1372238,N,V,71,7,1,S,N,,KHK,28,0,216347.1,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1372236,N,V,36,7,1,S,N,,KAT,28,1,198424.98,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372232,N,H,57,7,1,S,N,,KHK,36,1,185834.79,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372231,N,H,45,7,1,S,N,,KHK,28,1,98140.89,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372228,N,V,32,6,1,S,N,,KHK,28,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372227,N,V,20,7,1,S,N,,KHK,29,1,104878.98,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372225,N,V,37,16,1,S,N,,RED,23,1,94017.3,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372216,N,H,78,7,1,S,N,,KHK,18,0,68142.39,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372215,N,V,33,7,1,S,N,,KHK,28,1,165467.1,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372209,N,V,57,7,1,S,N,,KAT,50,1,142379.79,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372196,N,V,20,7,1,S,N,,KHE,13,0,30698.97,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372193,N,V,20,7,1,S,N,,KHE,47,0,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372184,N,V,20,7,1,S,N,,KHE,17,0,67098.27,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372183,N,V,20,7,1,S,N,,KHE,33,0,54626.61,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372180,N,H,20,7,1,S,N,,KHE,50,0,73816.53,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372177,N,V,41,7,1,S,S,,KHL,46,1,30520.29,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372171,N,H,28,7,1,S,N,,KHK,8,1,167953.35,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372170,N,H,33,7,1,S,N,,KHK,49,1,27080.49,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372164,N,H,20,7,1,S,N,,KHE,46,0,48353.73,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372163,N,H,44,16,1,S,N,,RED,8,1,43500.96,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372158,N,V,60,7,1,S,N,,KAT,46,1,73667.31,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372149,N,H,20,7,1,S,N,,KHE,28,0,177493.83,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372148,N,V,21,7,1,S,N,,KHK,47,1,100297.77,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372143,N,V,25,7,1,S,N,,KHK,28,1,251393.61,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372130,N,V,20,7,1,S,N,,KHE,28,0,170061.54,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372129,N,H,84,7,1,S,N,,KHK,28,1,70998.57,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1372128,N,V,20,7,1,S,N,,KHE,14,0,62815.95,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372126,N,V,20,7,1,S,N,,KHE,50,1,68702.94,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372123,N,V,20,7,1,S,N,,KHE,33,1,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372106,N,V,63,7,1,S,N,,KAT,28,1,197309.37,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372103,N,H,20,7,1,S,N,,KHE,20,1,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372099,N,H,21,7,1,S,N,,KHE,49,0,98923.59,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372096,N,H,20,7,1,S,N,,KHE,37,0,106521.33,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372094,N,V,38,7,1,S,N,,KHK,28,1,,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372092,N,V,20,7,1,S,N,,KHE,49,1,48426.3,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372091,N,H,24,7,1,S,N,,KHE,49,0,10018.41,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372090,N,V,21,7,1,S,N,,KHE,37,1,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372060,N,V,20,7,1,S,N,,KHE,43,1,189949.95,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372056,N,V,55,7,1,S,N,,KHK,30,1,,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1372052,N,V,20,7,1,S,N,,KHE,28,1,163028.73,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372033,N,H,29,16,1,S,N,,RED,18,1,111800.52,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372030,N,V,36,7,1,S,N,,KHK,3,1,61240.26,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372028,N,V,37,7,1,S,N,,KHK,28,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372026,N,H,31,7,1,S,N,,KHK,39,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372025,N,V,33,7,1,S,S,,KFC,41,0,74965.8,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372021,N,V,32,7,1,S,N,,KHK,3,1,23212.92,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372020,N,H,29,7,1,S,N,,KHK,18,1,59599.92,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372017,N,H,50,7,1,S,N,,KHK,39,1,66293.4,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371994,N,V,20,7,1,S,N,,KHE,30,1,88793.25,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371972,N,V,32,7,1,S,N,,KHK,41,1,33666.75,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371970,N,V,20,7,1,S,N,,KHE,28,1,75662.25,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371961,N,V,44,7,1,S,N,,KAT,46,1,54967.98,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371953,N,H,48,7,1,S,N,,KAT,3,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371949,N,H,20,7,1,S,S,,KHE,29,0,41779.98,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371943,N,V,34,16,1,S,N,,RED,29,1,63926.1,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371939,N,V,20,7,1,S,N,,KHE,3,0,38545.41,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371936,N,V,20,7,1,S,N,,KHE,36,1,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371925,N,H,32,7,1,S,N,,KHK,11,1,81177.54,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371922,N,V,36,7,1,S,N,,KFC,46,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371918,N,V,49,7,1,S,N,,KHK,13,0,47926.77,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371917,N,V,38,7,1,S,N,,KAT,6,0,104163.36,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371915,N,V,41,7,1,S,N,,KHK,30,1,79477.05,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371912,N,V,51,7,1,S,N,,KHK,8,1,131368.65,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371909,N,V,53,7,1,S,N,,KHK,36,1,79757.04,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371907,N,H,33,7,1,S,N,,KHK,3,1,32523.15,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371899,N,V,51,7,1,S,N,,KHK,22,1,62032.83,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371892,N,V,32,6,1,S,S,,KHK,3,0,71830.32,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371887,N,H,34,7,1,S,N,,KHK,28,1,187309.98,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371875,N,V,48,7,1,S,N,,KHK,28,1,97073.28,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371863,N,V,24,7,1,S,S,,KHK,22,1,53227.77,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371862,N,H,20,7,1,S,N,,KHE,28,1,199578.66,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371859,N,V,20,7,1,S,N,,KHE,29,0,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371856,N,V,45,7,1,S,N,,KHK,8,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371839,N,V,61,7,1,S,N,,KFA,28,1,308446.5,01 - TOP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1371834,N,H,27,7,1,S,N,,KAT,50,1,77839.65,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371827,N,V,30,7,1,S,N,,KFA,28,1,165701.67,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371825,N,V,54,7,1,S,N,,KHK,33,1,112881.54,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371820,N,V,54,7,1,S,N,,KAT,8,1,104106.69,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371818,N,V,51,7,1,S,N,,KHK,30,1,,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371816,N,V,49,7,1,S,N,,KHK,50,1,238848.66,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371814,N,V,24,7,1,S,N,,KFC,47,1,146873.43,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371810,N,H,32,7,1,S,S,,KHK,28,1,148223.58,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371808,N,V,37,7,1,S,N,,KHK,50,1,56085.27,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371807,N,H,20,7,1,S,N,,KHE,33,0,62403.48,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371804,N,H,29,7,1,S,N,,KHK,3,0,53365.53,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371802,N,H,57,7,1,S,N,,KAT,28,1,91092.24,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371800,N,V,20,7,1,S,N,,KHE,33,0,102451.2,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371791,N,V,21,7,1,S,S,,KHK,29,1,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371790,N,V,49,7,1,S,N,,KHK,4,1,73850.25,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371768,N,H,39,7,1,S,N,,KHK,18,1,54405.6,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371745,N,H,42,7,1,S,N,,KFC,46,1,31787.64,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371720,N,V,22,7,1,S,N,,KHK,9,1,43359.03,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371718,N,V,20,7,1,S,N,,KHE,30,0,75056.01,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371702,N,V,31,16,1,S,N,,RED,28,1,71611.38,03 - UNIVERSITARIO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371696,N,H,32,7,1,S,N,,KHK,12,1,71297.34,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371693,N,V,62,7,1,S,N,,KHK,2,1,99959.61,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371690,N,H,32,7,1,S,N,,KAT,33,1,61640.85,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371688,N,V,57,7,1,S,N,,KAT,4,1,89054.4,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371687,N,V,51,7,1,S,N,,KAT,28,1,153911.01,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371685,N,H,20,7,1,S,N,,KHE,33,0,96516.78,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371683,N,V,59,7,1,S,N,,KHK,11,1,72546.21,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371682,N,H,20,7,1,S,N,,KHE,33,0,112504.38,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371678,N,H,41,7,1,S,N,,KAT,28,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371666,N,H,20,7,1,S,N,,KHE,33,0,106064.07,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371660,N,V,32,7,1,S,N,,KHK,28,1,111566.16,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371656,N,H,32,7,1,S,N,,KHK,46,0,71678.88,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371655,N,H,29,7,1,S,N,,KHK,22,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371643,N,V,36,7,1,S,S,,KHE,28,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371642,N,H,32,7,1,S,N,,KAT,28,1,218272.65,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371641,N,H,34,7,1,S,S,,KHE,28,0,82007.55,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371634,N,V,38,7,1,S,N,,KAT,28,1,144348.63,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371630,N,V,28,7,1,S,N,,KHK,28,0,83821.5,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371626,N,V,58,7,1,S,N,,KHL,37,1,168040.83,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371620,N,H,40,7,1,S,S,,KHE,28,1,136305.33,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371616,N,H,30,7,1,S,S,,KHE,28,1,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371609,N,V,32,7,1,S,N,,KHK,45,1,44292.75,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371603,N,V,42,16,1,S,N,,RED,46,1,63716.76,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371596,N,H,35,7,1,S,N,,KHK,8,1,111599.34,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371590,N,H,32,7,1,S,N,,KHK,28,1,60117.69,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371587,N,V,33,7,1,S,N,,KHK,36,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371583,N,V,40,7,1,S,N,,KHK,28,1,157120.65,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371581,N,H,38,7,1,S,N,,KHK,36,1,258811.17,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371580,N,V,38,7,1,S,N,,KHK,24,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371572,N,V,39,7,1,S,N,,KHK,28,0,131525.16,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371568,N,H,62,7,1,S,N,,KHK,28,1,131499.3,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371566,N,V,31,16,1,S,N,,RED,46,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371554,N,V,59,7,1,S,N,,KAT,9,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371535,N,V,28,7,1,S,N,,KAT,28,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371533,N,H,37,7,1,S,N,,KAT,28,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371528,N,V,29,7,1,S,N,,KAT,8,1,61469.16,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371525,N,V,22,7,1,S,N,,KHK,29,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371524,N,V,35,7,1,S,N,,KHK,43,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371523,N,V,55,7,1,S,N,,KHK,50,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371522,N,V,54,1,1,S,N,,KAT,8,1,38663.55,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371517,N,V,31,7,1,S,N,,KHK,28,1,182891.07,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371516,N,V,30,7,1,S,N,,KHK,24,0,37711.02,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371514,N,V,59,7,1,S,N,,KHK,46,1,114555.12,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371513,N,V,33,7,1,S,N,,KHK,33,0,48620.07,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371511,N,V,33,7,1,S,N,,KHK,41,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371508,N,V,35,7,1,S,N,,KHK,4,1,82208.25,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371506,N,V,47,7,1,S,N,,KHK,6,1,50844,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371504,N,V,29,7,1,S,N,,KHK,18,1,47479.38,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371491,N,V,29,7,1,S,N,,KHK,3,1,24899.1,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371489,N,V,36,7,1,S,N,,KHK,51,1,70006.44,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371488,N,V,45,7,1,S,N,,KHK,8,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371482,N,H,34,7,1,S,N,,KAT,50,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371481,N,V,36,7,1,S,N,,KAT,11,1,106123.38,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371478,N,V,35,7,1,S,N,,KHK,11,1,99725.28,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1371477,N,V,51,16,1,S,N,,RED,46,1,54611.91,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371476,N,H,24,7,1,S,S,,KHK,3,0,39595.53,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371475,N,H,51,7,1,S,N,,KAT,28,0,53827.05,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371474,N,H,42,16,1,S,N,,RED,8,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371472,N,H,21,7,1,S,N,,KHK,29,1,53347.53,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371470,N,H,46,7,1,S,N,,KAT,28,1,88893.24,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371469,N,V,53,13,1,S,N,,RED,33,1,82538.52,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371467,N,H,23,7,1,S,N,,KFC,46,1,92091.9,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371466,N,H,35,7,1,S,N,,KAT,28,1,61397.25,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371461,N,V,45,7,1,S,N,,KAT,41,0,120618.6,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371460,N,H,53,7,1,S,N,,KHK,28,1,218326.98,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371457,N,V,49,7,1,S,N,,KHK,50,1,112518.03,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371454,N,V,41,7,1,S,N,,KAT,46,0,85645.74,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371453,N,V,46,7,1,S,N,,KAT,29,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371452,N,V,40,7,1,S,N,,KHK,28,0,124439.19,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371451,N,H,28,7,1,S,N,,KHK,41,1,103625.13,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371449,N,H,40,7,1,S,N,,KAT,28,1,89523.93,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371448,N,V,21,7,1,S,N,,KHK,28,1,130140.57,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371446,N,H,59,7,1,S,N,,KAT,39,1,129294.27,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1371444,N,H,43,7,1,S,N,,KAT,28,1,97642.2,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371442,N,V,28,7,1,S,N,,KHK,30,1,42255.6,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371441,N,H,20,7,1,S,N,,KHE,38,1,159116.49,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371440,N,V,20,7,1,S,N,,KHE,18,0,221351.43,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371438,N,V,30,16,1,S,N,,RED,37,1,64439.04,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371437,N,V,20,7,1,S,N,,KHE,33,0,112748.52,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371436,N,V,20,7,1,S,N,,KHE,33,0,69632.7,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371435,N,V,20,7,1,S,N,,KHE,28,0,122486.73,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371431,N,V,27,7,1,S,N,,KFA,28,1,110218.26,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371430,N,H,20,7,1,S,N,,KAT,30,1,114194.25,02 - PARTICULARES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
